STT,Day,Num1,Num2,Num3,Num4,Num5,Num6,NumS
611,T7-2312021,12,31,39,41,45,55,34
612,T5-2112021,9,20,22,31,47,52,18
613,T3-1912021,5,22,25,43,48,53,18
614,T7-1612021,13,15,28,29,32,44,49
615,T5-1412021,1,4,42,44,46,50,9
616,T3-1212021,19,23,29,34,44,53,35
617,T7-912021,10,19,24,29,46,48,5
618,T5-712021,7,11,22,38,48,51,53
619,T3-512021,5,7,9,22,42,54,47
620,T7-212021,7,19,23,26,35,45,11
621,T5-31122020,2,15,25,27,37,51,53
622,T3-29122020,4,8,11,15,17,41,23
623,T7-26122020,1,24,33,41,43,51,48
624,T5-24122020,11,19,34,41,44,48,43
625,T3-22122020,10,11,16,29,35,38,3
626,T7-19122020,14,20,32,34,37,49,31
627,T5-17122020,15,25,27,35,40,48,45
628,T3-15122020,10,11,13,35,38,49,14
629,T7-12122020,3,14,32,36,41,46,54
630,T5-10122020,3,31,34,36,44,54,45
631,T3-8122020,2,17,32,33,38,45,37
632,T7-5122020,10,28,29,30,37,38,36
633,T5-3122020,5,19,32,41,42,45,17
634,T3-1122020,6,10,12,24,34,43,15
635,T7-28112020,1,20,36,44,45,49,52
636,T5-26112020,18,19,29,31,36,52,50
637,T3-24112020,4,7,19,20,22,53,23
638,T7-21112020,8,14,19,20,49,51,28
639,T5-19112020,12,15,23,28,45,48,43
640,T3-17112020,6,17,27,34,36,51,48
641,T7-14112020,5,11,15,34,44,48,35
642,T5-12112020,4,20,22,25,43,47,12
643,T3-10112020,2,5,19,39,48,53,6
644,T7-7112020,12,28,30,33,45,52,15
645,T5-5112020,1,2,6,18,34,51,52
646,T3-3112020,2,22,27,46,48,52,23
647,T7-31102020,8,18,19,20,43,54,50
648,T5-29102020,9,11,14,16,21,23,54
649,T3-27102020,3,31,33,36,38,39,8
650,T7-24102020,12,21,22,27,41,50,34
651,T5-22102020,2,3,12,21,24,38,14
652,T3-20102020,8,33,38,47,49,54,31
653,T7-17102020,3,14,25,37,49,54,53
654,T5-15102020,8,38,41,47,50,52,45
655,T3-13102020,12,19,28,29,52,53,20
656,T7-10102020,5,10,47,50,53,54,22
657,T5-8102020,10,18,20,21,26,51,52
658,T3-6102020,11,14,29,32,33,40,35
659,T7-3102020,12,14,22,23,39,44,28
660,T5-1102020,3,6,7,19,38,54,50
661,T3-2992020,1,6,7,13,30,55,34
662,T7-2692020,7,10,13,15,40,48,1
663,T5-2492020,12,28,41,42,52,53,50
664,T3-2292020,5,8,15,18,36,45,6
665,T7-1992020,4,7,8,29,31,41,38
666,T5-1792020,1,5,28,43,44,53,49
667,T3-1592020,13,14,15,17,26,53,21
668,T7-1292020,20,21,24,30,31,44,40
669,T5-1092020,18,25,27,37,45,50,52
670,T3-892020,22,47,48,52,53,55,14
671,T7-592020,9,12,19,22,31,46,20
672,T5-392020,7,9,18,22,35,54,50
673,T3-192020,11,22,24,47,49,53,3
674,T7-2982020,1,4,14,28,35,53,2
675,T3-2582020,21,35,36,38,44,47,14
676,T7-2282020,1,20,24,26,35,51,12
677,T5-2082020,14,18,28,32,33,36,41
678,T3-1882020,22,41,44,46,51,52,2
679,T7-1582020,1,11,29,30,41,51,4
680,T5-1382020,3,25,28,44,49,54,19
681,T3-1182020,2,12,33,39,52,53,44
682,T7-882020,3,12,24,26,36,43,8
683,T5-682020,2,5,21,24,26,27,11
684,T3-482020,10,15,20,21,32,51,8
685,T7-182020,13,18,29,30,40,47,4
686,T5-3072020,6,7,16,26,29,54,4
687,T3-2872020,3,11,20,34,44,54,16
688,T7-2572020,2,19,21,34,54,55,24
689,T5-2372020,4,12,31,47,49,52,2
690,T3-2172020,6,14,31,37,38,44,4
691,T7-1872020,3,13,22,28,30,53,16
692,T5-1672020,2,5,11,20,24,32,6
693,T3-1472020,5,22,32,34,43,51,12
694,T7-1172020,3,4,6,14,20,38,35
695,T5-972020,3,10,11,17,26,54,21
696,T3-772020,7,24,32,35,48,50,1
697,T7-472020,3,9,10,18,29,45,36
698,T5-272020,4,10,20,38,48,53,5
699,T3-3062020,5,11,18,19,20,21,52
700,T7-2762020,2,6,38,47,50,53,14
701,T5-2562020,9,10,12,19,27,40,55
702,T3-2362020,2,18,28,46,52,54,19
703,T7-2062020,5,9,33,43,44,50,46
704,T5-1862020,5,18,27,45,50,54,9
705,T3-1662020,2,15,16,23,33,54,45
706,T7-1362020,7,9,11,30,43,53,10
707,T5-1162020,3,21,25,32,35,52,34
708,T3-962020,1,3,8,22,42,48,44
709,T7-662020,8,12,24,32,35,51,21
710,T5-462020,6,12,16,34,39,54,19
711,T3-262020,4,19,31,42,48,55,22
712,T7-3052020,12,13,41,42,48,53,20
713,T5-2852020,1,4,8,21,44,49,52
714,T3-2652020,11,12,23,24,34,47,43
715,T7-2352020,4,13,27,47,50,55,31
716,T5-2152020,2,15,22,25,30,46,10
717,T3-1952020,5,15,16,19,49,55,3
718,T7-1652020,19,35,38,49,52,55,1
719,T5-1452020,7,23,29,47,51,55,12
720,T3-1252020,1,8,25,34,38,44,28
721,T7-952020,18,19,30,39,45,46,11
722,T5-752020,9,19,28,30,32,54,22
723,T3-552020,1,4,13,15,18,20,22
724,T7-252020,2,6,9,16,43,53,19
725,T5-3042020,12,31,32,33,39,41,14
726,T3-2842020,4,6,10,16,30,46,34
727,T7-2542020,4,18,24,30,53,55,13
728,T3-3132020,12,19,40,41,43,53,23
729,T7-2832020,1,10,11,13,27,55,19
730,T5-2632020,7,8,11,31,35,36,45
731,T3-2432020,3,9,20,21,33,52,50
732,T7-2132020,10,12,14,17,29,53,25
733,T5-1932020,3,35,41,42,43,49,31
734,T3-1732020,1,14,18,43,49,50,8
735,T7-1432020,12,20,25,38,39,40,37
736,T5-1232020,2,14,19,24,27,34,48
737,T3-1032020,23,25,30,36,45,52,53
738,T7-732020,5,11,21,30,40,48,20
739,T5-532020,8,9,34,40,41,54,13
740,T3-332020,14,15,31,40,43,49,12
741,T7-2922020,9,17,23,26,51,54,32
742,T5-2722020,3,11,21,29,47,55,50
743,T3-2522020,5,13,21,36,39,48,6
744,T7-2222020,7,24,32,49,51,54,44
745,T5-2022020,1,3,20,33,36,51,49
746,T3-1822020,27,32,36,37,47,48,50
747,T7-1522020,26,36,37,38,42,49,46
748,T5-1322020,25,28,32,34,35,39,7
749,T3-1122020,4,14,18,21,32,53,2
750,T7-822020,9,12,19,25,41,54,38
751,T5-622020,13,18,34,36,45,49,37
752,T3-422020,6,10,20,47,52,55,46
753,T7-122020,2,3,11,23,35,54,6
754,T5-3012020,12,18,28,30,47,50,41
755,T3-2812020,1,20,24,33,40,55,46
756,T5-2312020,9,15,18,25,31,49,46
757,T3-2112020,14,31,45,47,52,54,13
758,T7-1812020,13,18,19,23,32,43,11
759,T5-1612020,10,11,26,33,44,46,55
760,T3-1412020,3,4,17,39,50,51,53
761,T7-1112020,8,11,17,19,25,47,53
762,T5-912020,17,20,21,29,52,54,51
763,T3-712020,8,11,16,22,42,54,13
764,T7-412020,4,14,26,42,44,55,48
765,T5-212020,12,14,26,29,33,40,50
766,T3-31122019,2,22,26,28,44,55,27
767,T7-28122019,10,17,26,28,29,32,21
768,T5-26122019,5,6,12,18,23,54,26
769,T3-24122019,3,16,30,34,50,55,48
770,T7-21122019,5,8,20,34,37,42,51
771,T5-19122019,18,22,25,28,29,34,50
772,T3-17122019,4,5,14,19,22,37,43
773,T7-14122019,3,30,33,34,40,47,26
774,T5-12122019,1,9,15,42,49,50,48
775,T3-10122019,5,20,33,42,43,49,26
776,T7-7122019,7,18,38,42,47,51,8
777,T5-5122019,9,11,16,27,35,40,51
778,T3-3122019,21,29,36,41,50,52,42
779,T7-30112019,8,9,10,32,44,50,15
780,T5-28112019,1,18,26,28,53,55,14
781,T3-26112019,7,19,38,41,42,47,4
782,T7-23112019,7,29,30,45,50,55,15
783,T5-21112019,21,24,35,38,42,47,34
784,T3-19112019,19,21,33,35,38,40,4
785,T7-16112019,6,8,18,22,49,52,10
786,T5-14112019,9,12,16,36,41,55,35
787,T3-12112019,10,17,24,27,36,39,33
788,T7-9112019,1,3,6,25,29,41,12
789,T5-7112019,1,12,19,37,44,52,18
790,T3-5112019,3,6,16,17,44,50,28
791,T7-2112019,2,15,34,35,48,50,32
792,T5-31102019,18,19,22,37,47,48,46
793,T3-29102019,12,15,16,31,43,55,11
794,T7-26102019,18,20,22,50,51,53,35
795,T5-24102019,9,14,23,41,45,50,13
796,T3-22102019,2,16,26,27,36,40,31
797,T7-19102019,1,10,21,26,42,43,25
798,T5-17102019,5,11,14,34,51,53,16
799,T3-15102019,9,12,29,46,48,53,3
800,T7-12102019,21,39,48,51,53,55,5
801,T5-10102019,4,17,42,51,53,55,29
802,T3-8102019,8,36,39,43,48,50,40
803,T7-5102019,10,29,30,31,37,51,50
804,T5-3102019,4,7,8,26,37,44,29
805,T3-1102019,5,22,38,41,47,49,29
806,T7-2892019,4,8,21,23,40,43,44
807,T5-2692019,7,12,38,43,51,55,15
808,T3-2492019,12,33,39,40,48,53,35
809,T7-2192019,2,5,23,30,42,45,34
810,T5-1992019,2,8,22,34,39,41,13
811,T3-1792019,3,14,26,38,43,47,10
812,T7-1492019,10,36,42,44,45,54,14
813,T5-1292019,18,29,32,33,45,49,40
814,T3-1092019,6,9,19,39,50,54,37
815,T7-792019,7,17,31,35,38,46,16
816,T5-592019,20,24,27,30,33,45,21
817,T3-392019,13,14,29,35,41,55,25
818,T7-3182019,13,20,23,32,51,52,42
819,T5-2982019,10,11,12,23,27,48,9
820,T3-2782019,16,22,29,33,46,47,55
821,T7-2482019,19,20,34,40,49,51,1
822,T5-2282019,4,7,16,17,30,39,27
823,T3-2082019,10,30,38,48,54,55,46
824,T7-1782019,9,11,24,26,38,53,41
825,T5-1582019,19,25,31,32,39,47,8
826,T3-1382019,4,8,16,27,32,40,23
827,T7-1082019,7,17,36,42,43,50,44
828,T5-882019,1,6,17,18,21,41,22
829,T3-682019,9,11,19,20,26,42,17
830,T7-382019,13,24,25,26,27,30,4
831,T5-182019,1,18,39,45,48,49,26
832,T3-3072019,3,8,12,21,32,51,7
833,T7-2772019,2,3,25,33,44,50,17
834,T5-2572019,3,31,34,41,52,53,16
835,T3-2372019,5,10,21,32,39,52,41
836,T7-2072019,15,18,25,32,42,52,10
837,T5-1872019,4,24,29,31,39,41,38
838,T3-1672019,4,12,19,31,33,40,51
839,T7-1372019,5,23,29,45,50,52,1
840,T5-1172019,6,9,15,26,35,38,34
841,T3-972019,4,17,25,40,42,51,2
842,T7-672019,5,29,36,39,46,53,48
843,T5-472019,4,5,14,46,52,54,3
844,T3-272019,2,9,33,45,52,54,1
845,T7-2962019,6,10,19,31,34,43,37
846,T5-2762019,9,29,32,44,49,53,5
847,T3-2562019,3,14,34,35,40,49,23
848,T7-2262019,1,9,23,28,42,54,49
849,T5-2062019,9,15,23,41,49,51,52
850,T3-1862019,24,31,45,46,47,54,4
851,T7-1562019,13,23,40,45,52,55,9
852,T5-1362019,6,9,15,22,29,53,25
853,T3-1162019,2,5,13,20,30,49,35
854,T7-862019,2,8,10,23,27,35,47
855,T5-662019,10,13,30,36,51,54,16
856,T3-462019,18,20,24,26,33,41,55
857,T7-162019,10,24,31,41,42,47,20
858,T5-3052019,17,31,33,34,37,40,35
859,T3-2852019,15,22,31,32,33,37,51
860,T7-2552019,4,12,35,44,50,55,19
861,T5-2352019,13,21,33,42,53,55,44
862,T3-2152019,11,12,29,31,37,53,41
863,T7-1852019,6,10,13,18,29,38,53
864,T5-1652019,8,28,30,33,40,43,24
865,T3-1452019,6,11,15,21,30,40,10
866,T7-1152019,6,11,20,22,26,28,36
867,T5-952019,19,21,48,49,54,55,27
868,T3-752019,3,6,7,8,9,49,24
869,T7-452019,2,3,26,53,17,1,50
870,T5-252019,2,10,16,17,33,36,20
871,T3-3042019,3,5,13,40,41,45,52
872,T7-2742019,1,11,22,26,33,51,4
873,T5-2542019,16,22,23,33,36,38,45
874,T3-2342019,20,21,22,31,43,45,30
875,T7-2042019,8,10,12,24,40,44,51
876,T5-1842019,7,8,15,24,26,48,10
877,T3-1642019,16,29,32,33,52,53,5
878,T7-1342019,9,13,20,21,36,43,32
879,T5-1142019,1,8,31,32,37,55,53
880,T3-942019,10,14,19,36,48,49,3
881,T7-642019,1,20,30,41,46,50,48
882,T5-442019,16,26,29,38,47,51,13
883,T3-242019,1,4,9,20,22,26,48
884,T7-3032019,3,15,18,35,50,54,32
885,T5-2832019,3,23,37,43,44,49,27
886,T3-2632019,15,19,28,40,44,48,14
887,T7-2332019,3,9,30,41,46,52,22
888,T5-2132019,7,18,32,42,46,53,28
889,T3-1932019,8,28,32,35,40,45,34
890,T7-1632019,10,18,22,24,35,40,53
891,T5-1432019,18,21,25,35,44,53,4
892,T3-1232019,9,16,26,34,44,49,19
893,T7-932019,18,24,31,34,35,44,52
894,T5-732019,2,14,20,33,41,47,27
895,T3-532019,1,15,23,51,53,55,26
896,T7-232019,1,2,3,20,46,48,31
897,T5-2822019,4,15,19,34,40,42,49
898,T3-2622019,8,9,16,34,42,43,45
899,T7-2322019,16,19,30,39,43,52,21
900,T5-2122019,3,10,11,15,29,34,50
901,T3-1922019,12,18,22,29,32,52,51
902,T7-1622019,5,8,14,28,37,40,41
903,T5-1422019,8,15,26,41,43,53,46
904,T3-1222019,1,12,17,34,48,49,47
905,T7-922019,2,14,15,44,46,50,18
906,T5-722019,20,27,28,32,47,50,41
907,T7-222019,11,23,27,35,36,46,37
908,T5-3112019,10,19,20,28,34,44,29
909,T3-2912019,15,20,26,41,45,55,10
910,T7-2612019,20,27,33,43,53,54,48
911,T5-2412019,31,35,38,44,49,55,24
912,T3-2212019,1,14,22,40,52,55,21
913,T7-1912019,13,29,42,46,51,53,36
914,T5-1712019,13,14,22,34,35,55,54
915,T3-1512019,4,6,13,22,29,30,52
916,T7-1212019,7,13,14,26,42,54,11
917,T5-1012019,12,22,31,35,40,47,8
918,T3-812019,3,5,9,11,45,48,40
919,T7-512019,10,11,38,47,53,55,51
920,T5-312019,23,31,37,45,49,54,18
921,T3-112019,2,19,21,27,37,46,12
922,T7-29122018,8,36,42,43,50,52,30
923,T5-27122018,5,20,33,42,43,50,40
924,T3-25122018,3,9,17,21,23,51,15
925,T7-22122018,3,8,16,35,39,52,29
926,T5-20122018,8,17,24,33,34,44,55
927,T3-18122018,1,9,15,17,25,26,8
928,T7-15122018,14,17,49,52,53,55,12
929,T5-13122018,2,11,14,36,49,55,53
930,T3-11122018,1,5,11,37,39,44,31
931,T7-8122018,3,6,9,31,48,54,53
932,T5-6122018,9,13,23,27,39,42,49
933,T3-4122018,10,13,16,23,30,49,24
934,T7-1122018,3,5,12,20,25,33,41
935,T5-29112018,10,23,27,42,51,52,20
936,T3-27112018,3,5,23,28,35,44,8
937,T7-24112018,3,10,11,25,40,54,17
938,T5-22112018,17,22,24,28,37,44,6
939,T3-20112018,9,23,33,40,44,49,17
940,T7-17112018,12,22,26,29,45,47,15
941,T5-15112018,13,16,21,40,49,52,54
942,T3-13112018,3,25,26,32,41,47,5
943,T7-10112018,3,5,19,22,29,39,15
944,T5-8112018,22,28,31,39,52,53,14
945,T3-6112018,19,22,23,43,47,53,3
946,T7-3112018,14,17,20,23,25,45,34
947,T5-1112018,3,11,15,42,44,54,41
948,T3-30102018,1,12,22,27,30,39,46
949,T7-27102018,8,9,15,21,44,49,16
950,T5-25102018,16,23,29,31,45,48,19
951,T3-23102018,1,3,6,13,21,30,36
952,T7-20102018,2,5,10,17,35,41,21
953,T5-18102018,1,11,22,34,42,47,30
954,T3-16102018,5,28,29,34,42,46,17
955,T7-13102018,12,21,23,44,47,48,43
956,T5-11102018,5,16,17,37,46,49,35
957,T3-9102018,10,27,46,50,51,55,1
958,T7-6102018,5,6,16,42,48,51,3
959,T5-4102018,3,9,12,17,34,42,46
960,T3-2102018,3,7,28,32,33,37,22
961,T7-2992018,3,7,12,32,34,55,38
962,T5-2792018,8,12,29,35,51,54,34
963,T3-2592018,2,3,6,13,14,17,9
964,T7-2292018,1,8,17,28,40,50,21
965,T5-2092018,3,32,35,46,47,49,51
966,T3-1892018,8,21,32,43,48,53,38
967,T7-1592018,2,5,28,30,46,50,49
968,T5-1392018,4,6,7,26,40,44,9
969,T3-1192018,13,17,28,42,45,49,50
970,T7-892018,9,11,12,24,35,43,15
971,T5-692018,4,11,15,21,24,27,7
972,T3-492018,8,18,20,29,34,37,51
973,T7-192018,2,8,20,21,28,36,5
974,T5-3082018,5,22,28,42,49,54,36
975,T3-2882018,2,10,15,31,39,48,23
976,T7-2582018,10,11,15,32,40,48,27
977,T5-2382018,14,18,27,38,39,53,2
978,T3-2182018,9,12,14,23,32,46,31
979,T7-1882018,7,33,36,39,51,55,11
980,T5-1682018,6,10,34,46,48,51,47
981,T3-1482018,29,30,36,38,45,52,46
982,T7-1182018,16,17,31,33,42,44,14
983,T5-982018,24,29,32,33,49,55,9
984,T3-782018,3,9,15,20,39,49,4
985,T7-482018,11,12,24,32,41,48,3
986,T5-282018,6,11,16,17,41,55,7
987,T3-3172018,1,5,27,31,47,50,41
988,T7-2872018,11,16,22,25,30,40,9
989,T5-2672018,21,24,33,37,40,46,52
990,T3-2472018,11,18,34,37,50,53,20
991,T7-2172018,7,31,33,37,46,52,28
992,T5-1972018,11,13,28,34,44,47,10
993,T3-1772018,5,14,22,27,31,40,48
994,T7-1472018,4,19,23,34,38,50,1
995,T5-1272018,8,15,18,21,24,49,22
996,T3-1072018,6,10,16,20,27,29,24
997,T7-772018,2,30,45,48,49,53,41
998,T5-572018,4,15,22,24,43,51,48
999,T3-372018,30,32,34,47,48,49,50
1000,T7-3062018,3,12,23,24,30,33,1
1001,T5-2862018,11,31,33,43,48,51,23
1002,T3-2662018,17,18,21,39,40,43,3
1003,T7-2362018,6,8,13,23,46,55,1
1004,T5-2162018,2,8,19,23,25,33,32
1005,T3-1962018,16,17,31,37,41,52,34
1006,T7-1662018,14,15,21,30,44,47,48
1007,T5-1462018,3,15,32,45,48,54,55
1008,T3-1262018,4,13,23,27,29,35,14
1009,T7-962018,9,23,25,39,52,53,38
1010,T5-762018,11,16,18,26,46,47,42
1011,T3-562018,11,21,26,32,51,52,5
1012,T7-262018,5,7,17,22,32,33,6
1013,T5-3152018,3,15,18,25,26,29,19
1014,T3-2952018,9,13,17,18,46,50,26
1015,T7-2652018,7,12,28,31,40,44,15
1016,T5-2452018,24,25,26,29,36,48,40
1017,T3-2252018,4,5,8,17,35,47,39
1018,T7-1952018,33,35,45,52,53,55,25
1019,T5-1752018,13,31,38,45,53,55,46
1020,T3-1552018,3,6,29,37,44,49,24
1021,T7-1252018,1,9,26,38,54,55,51
1022,T5-1052018,2,6,8,34,39,43,11
1023,T3-852018,3,16,23,24,38,42,48
1024,T7-552018,16,32,33,37,40,48,15
1025,T5-352018,23,27,33,37,39,49,44
1026,T3-152018,1,7,20,23,25,38,14
1027,T7-2842018,12,19,22,29,32,46,25
1028,T5-2642018,23,26,29,31,36,54,55
1029,T3-2442018,17,18,24,40,41,46,6
1030,T7-2142018,16,18,41,43,46,55,35
1031,T5-1942018,4,17,19,35,49,55,9
1032,T3-1742018,2,10,26,27,31,38,39
1033,T7-1442018,2,10,14,26,45,54,20
1034,T5-1242018,4,29,35,37,42,54,19
1035,T3-1042018,1,22,25,31,36,48,41
1036,T7-742018,12,24,33,34,36,53,5
1037,T5-542018,7,9,17,25,31,32,6
1038,T3-342018,20,21,39,42,51,53,1
1039,T7-3132018,3,7,31,43,51,53,26
1040,T5-2932018,5,27,35,39,46,52,31
1041,T3-2732018,9,13,14,15,54,55,22
1042,T7-2432018,1,30,38,45,48,50,12
1043,T5-2232018,1,8,24,33,34,41,20
1044,T3-2032018,11,40,43,46,49,55,37
1045,T7-1732018,3,14,28,35,50,52,29
1046,T5-1532018,15,20,23,28,39,49,19
1047,T3-1332018,1,2,17,46,47,49,44
1048,T7-1032018,9,20,27,31,48,49,42
1049,T5-832018,14,17,18,23,41,52,40
1050,T3-632018,2,6,13,22,40,48,12
1051,T7-332018,4,10,32,37,47,52,49
1052,T5-132018,4,5,7,17,20,38,9
1053,T3-2722018,8,16,23,28,44,49,45
1054,T7-2422018,5,7,24,32,45,49,1
1055,T5-2222018,11,14,32,36,42,48,20
1056,T3-2022018,1,2,21,24,50,52,33
1057,T7-1722018,16,22,28,29,35,43,45
1058,T3-1322018,9,25,26,30,42,54,19
1059,T7-1022018,8,10,19,25,36,46,7
1060,T5-822018,21,22,29,37,41,50,33
1061,T3-622018,1,20,29,31,43,53,16
1062,T7-322018,12,29,42,48,54,55,18
1063,T5-122018,1,7,8,9,39,43,52
1064,T3-3012018,15,19,24,51,53,55,29
1065,T7-2712018,21,26,36,38,40,50,11
1066,T5-2512018,1,10,30,44,45,50,4
1067,T3-2312018,3,10,15,23,41,53,35
1068,T7-2012018,2,7,15,16,41,45,19
1069,T5-1812018,12,24,28,30,36,39,15
1070,T3-1612018,6,27,33,41,42,49,22
1071,T7-1312018,3,21,25,26,51,55,37
1072,T5-1112018,4,7,30,35,37,45,1
1073,T3-912018,18,25,28,46,50,51,15
1074,T7-612018,4,11,24,35,41,45,17
1075,T5-412018,1,7,31,35,46,55,51
1076,T3-212018,4,7,8,34,37,47,24
1077,T7-30122017,8,9,36,37,39,50,7
1078,T5-28122017,7,18,26,29,31,35,34
1079,T3-26122017,7,11,13,18,26,42,49
1080,T7-23122017,7,8,9,13,28,44,12
1081,T5-21122017,22,23,27,35,37,46,19
1082,T3-19122017,2,3,20,25,38,44,12
1083,T7-16122017,5,23,37,41,43,53,25
1084,T5-14122017,11,12,22,28,46,50,7
1085,T3-12122017,6,7,8,21,32,39,27
1086,T7-9122017,5,34,35,42,49,52,21
1087,T5-7122017,3,14,26,35,44,54,25
1088,T3-5122017,27,38,40,42,46,55,5
1089,T7-2122017,9,37,45,50,53,54,40
1090,T5-30112017,5,13,26,37,53,55,28
1091,T3-28112017,2,19,39,49,51,53,20
1092,T7-25112017,2,9,16,46,52,55,50
1093,T5-23112017,1,2,3,18,25,50,14
1094,T3-21112017,5,8,23,37,38,54,55
1095,T7-18112017,11,12,26,42,50,54,17
1096,T5-16112017,1,16,22,25,47,48,21
1097,T3-14112017,20,24,29,41,47,49,22
1098,T7-11112017,12,26,33,35,36,44,1
1099,T5-9112017,2,3,6,23,34,36,50
1100,T3-7112017,19,32,36,37,42,54,28
1101,T7-4112017,2,8,12,44,46,52,9
1102,T5-2112017,3,9,12,21,51,52,7
1103,T3-31102017,7,13,24,45,47,52,33
1104,T7-28102017,13,18,35,36,41,48,47
1105,T5-26102017,2,10,15,30,34,50,3
1106,T3-24102017,1,2,9,13,32,35,52
1107,T7-21102017,4,9,13,16,18,49,30
1108,T5-19102017,6,15,17,24,40,45,39
1109,T3-17102017,1,26,36,40,50,54,31
1110,T7-14102017,14,18,29,35,44,49,54
1111,T5-12102017,5,8,11,31,37,42,52
1112,T3-10102017,29,33,43,44,45,50,41
1113,T7-7102017,31,34,40,42,43,49,16
1114,T5-5102017,1,3,14,19,35,41,20
1115,T3-3102017,21,31,35,41,46,50,23
1116,T7-3092017,4,17,23,25,34,46,24
1117,T5-2892017,20,27,28,31,39,47,10
1118,T3-2692017,14,15,18,30,36,49,19
1119,T7-2392017,7,8,27,36,44,53,49
1120,T5-2192017,9,12,16,24,43,51,39
1121,T3-1992017,3,32,36,41,44,53,45
1122,T7-1692017,9,12,21,26,29,52,24
1123,T5-1492017,22,23,32,43,44,51,15
1124,T3-1292017,6,10,12,47,48,51,35
1125,T7-992017,1,15,23,36,43,54,12
1126,T5-792017,4,18,22,31,32,40,8
1127,T3-592017,1,2,8,13,23,39,9
1128,T7-292017,5,9,11,18,19,37,50
1129,T5-3182017,8,20,27,35,36,47,18
1130,T3-2982017,4,12,15,23,24,41,44
1131,T7-2682017,17,25,30,31,36,41,20
1132,T5-2482017,5,16,18,37,42,46,10
1133,T3-2282017,10,24,31,32,38,44,14
1134,T7-1982017,7,11,13,15,26,51,36
1135,T5-1782017,11,12,20,30,32,34,53
1136,T3-1582017,7,11,19,32,33,51,30
1137,T7-1282017,6,16,20,32,38,51,34
1138,T5-1082017,10,11,19,41,50,54,3
1139,T3-882017,19,36,39,41,46,51,38
1140,T7-582017,1,5,11,32,40,45,43
1141,T5-382017,4,9,24,25,27,45,40
1142,T3-182017,5,10,14,23,24,38,35
